Show_id,Title,Description,Director,Type,Cast,Country,Release Date,Rating,Duration,Category,Date Added
s610,Berserk: The Golden Age Arc II - The Battle for Doldrey,"For three years, Guts believed his mission was to pursue Griffith's dream together with him. But in order to become Griffith's equal and truly be called his friend, Guts realizes he will have to leave the Band of the Hawk.",Toshiyuki Kubooka,"Action & Adventure, Anime Features, International Movies","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Minako Kotobuki, Takahiro Fujiwara, Yoshiro Matsumoto, Kazuki Yao, Aki Toyosaki, Rikiya Koyama, Kenta Miyake, Nobuyuki Katsube, Houchu Ohtsuka, Takayuki Sugo",Japan,2012,TV-MA,92 min,Movie,"September 1, 2017"
s611,Berserk: The Golden Age Arc III - The Advent,"A year after he left the Band of the Hawk, Guts rejoins them in an epic battle to vanquish the God Hand and save Griffith from a hellish fate.",Toshiyuki Kubooka,"Action & Adventure, Anime Features, International Movies","Hiroaki Iwanaga, Takahiro Sakurai, Toa Yukinari, Yuki Kaji, Yoshiro Matsumoto, Minako Kotobuki, Takahiro Fujiwara, Kazuki Yao, Yuichi Nakamura, Aki Toyosaki, Akio Otsuka",Japan,2013,TV-MA,107 min,Movie,"September 1, 2017"
s612,Bert Kreischer: Hey Big Boy,"Ever the stand-up party animal, comic Bert Kreischer riffs on parenting and family life, being a gun and pet owner, his dad discovering pot, and more.",Jeff Tomsic,Stand-Up Comedy,Bert Kreischer,United States,2020,TV-MA,62 min,Movie,"March 17, 2020"
s613,Bert Kreischer: Secret Time,Shirtless comic Bert Kreischer relays personal secrets and stories about being a cool – if not always responsible – dad in this stand-up special.,Todd Biermann,Stand-Up Comedy,Bert Kreischer,,2018,TV-MA,57 min,Movie,"August 24, 2018"
s614,Bert Kreischer: The Machine,"From his run-in with a grizzly bear to partying with the Russian mafia, the shirtless comic returns with laugh-out-loud tales in this stand-up special.",Ryan Polito,Stand-Up Comedy,Bert Kreischer,United States,2016,TV-MA,70 min,Movie,"February 22, 2019"
s615,Besieged Bread,"In battle-ridden Syria, a woman trying to smuggle bread into a blockaded area crosses paths with a soldier who has deserted the regime's forces.",Soudade Kaadan,"Dramas, International Movies","Lama Hakeim, Gabriel Malki, Ehab Shaaban",,2015,TV-14,12 min,Movie,"June 17, 2021"
s616,Best Leftovers Ever!,Decadent pasta from day-old fries? Skillful cooks transform tired leftovers into tantalizing new dishes in this wildly creative culinary competition.,,Reality TV,"Jackie Tohn, David So, Rosemary Shrager",United States,2020,TV-G,1 Season,TV Show,
s617,Best Lover,"Two young stars with different backgrounds and agendas enter into a fake marriage to advance their careers, until the fake starts turning real.",,"International TV Shows, Romantic TV Shows, TV Comedies","Da-hae Lee, Zhou Mi, Wang Qiuzi, Kwang-hyun Park, Jia Zhengyu, Jeong-hak Park","South Korea, China",2016,TV-14,1 Season,TV Show,
s618,Best of Stand-Up 2020,"From Jerry Seinfeld to Leslie Jones, Kevin Hart to Hannah Gadsby, laugh along with the funniest bits from Netflix's 2020 stand-up comedy specials.",,Stand-Up Comedy,"Jerry Seinfeld, Leslie Jones, Taylor Tomlinson, Tom Segura, Jack Whitehall, Michelle Buteau, Bert Kreischer, Jo Koy, Donnell Rawlings, Jim Jefferies, Nikki Glaser, George Lopez, Sam Jay, Marc Maron, Kevin Hart, Michael McIntyre, Fortune Feimster, Eric André, Jim Norton, Felipe Esparza, Hannah Gadsby, Patton Oswalt, Vir Das, Robert Kelly, Urzila Carlson, Tom Papa, Kanan Gill, Ms. Pat, Rob Schneider, Adrienne Iapalucci, Kenny Sebastian, Thomas Middleditch, Ben Schwartz",,2020,TV-MA,77 min,Movie,"December 31, 2020"
s619,Best of the Best,Personal problems and racial tensions distract the members of a U.S. karate team handpicked to compete in an international martial arts competition.,Robert Radler,"Action & Adventure, Sports Movies","Eric Roberts, James Earl Jones, Sally Kirkland, Chris Penn, Phillip Rhee, John P. Ryan, John Dye, Louise Fletcher",United States,1989,PG-13,97 min,Movie,"May 1, 2021"
s620,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell","From unseen footage to the last table read, this documentary takes an inside look at the final season of the acclaimed comedy series ""Schitt's Creek.""",Amy Segal,"Documentaries, LGBTQ Movies","Daniel Levy, Eugene Levy, Catherine O'Hara, Annie Murphy, Chris Elliott, Emily Hampshire, Sarah Levy, Jennifer Robertson, Noah Reid, Dustin Milligan, Karen Robinson, Rizwan Manji",Canada,2020,TV-MA,44 min,Movie,"October 3, 2020"
s621,Best Worst Thing That Ever Could Have Happened,"The cast and crew of the 1981 Broadway musical ""Merrily We Roll Along"" recall joy and heartbreak during the production of a surefire hit that wasn't.",Lonny Price,Documentaries,"Stephen Sondheim, Harold Prince, Jason Alexander, Mandy Patinkin, Lonny Price",United States,2016,TV-MA,97 min,Movie,"March 18, 2017"
s622,Best.Worst.Weekend.Ever.,"Teenage friends plan an epic trip to Comic-Con to meet their idol, only to get caught in one hilariously awkward predicament after another.",,"Kids' TV, TV Comedies","Sam Ashe Arnold, Cole Sand, Brianna Reed, Brittany Garms, Alison Becker, Larry Bates, Tiffany Espensen, Rachel Gage, Matt Battaglia, Affion Crockett",United States,2018,TV-PG,1 Season,TV Show,
s623,Betaal,"Hired to displace tribal villagers to make way for a new highway, officials unearth an old curse and an army of British soldier-zombies.",,"International TV Shows, TV Action & Adventure, TV Horror","Viineet Kumar, Aahana Kumra, Suchitra Pillai, Jatin Goswami, Siddharth Menon, Manjiri Pupala, Yashwant Wasnik, Savita Bajaj, Jitendra Joshi, Syna Anand",India,2020,TV-MA,1 Season,TV Show,
s624,Bethany Hamilton: Unstoppable,This documentary follows the rising tide of Bethany Hamilton who lost her arm as a teen before making waves in pro surfing and her personal life.,Aaron Lieber,"Children & Family Movies, Documentaries, Sports Movies",Bethany Hamilton,United States,2019,PG,100 min,Movie,"March 25, 2020"
s625,Better Call Saul,"This Emmy-nominated prequel to ""Breaking Bad"" follows small-time attorney Jimmy McGill as he transforms into morally challenged lawyer Saul Goodman.",,"Crime TV Shows, TV Comedies, TV Dramas","Bob Odenkirk, Jonathan Banks, Michael McKean, Rhea Seehorn, Patrick Fabian, Michael Mando, Giancarlo Esposito",United States,2018,TV-MA,4 Seasons,TV Show,"February 9, 2020"
s626,Better Than Us,"A family on the brink of splitting up become the owners of a cutting-edge robot being sought by a corporation, homicide investigators and terrorists.",,"Crime TV Shows, International TV Shows, TV Dramas","Paulina Andreeva, Kirill Käro, Aleksandr Ustyugov, Olga Lomonosova, Eldar Kalimulin, Vitaliya Kornienko, Vera Panfilova, Aleksandr Kuznetsov, Fyodor Lavrov, Sergey Sosnovskiy, Kirill Polukhin, Pavel Vorontsov",Russia,2019,TV-MA,1 Season,TV Show,
s627,Betty White: First Lady of Television,This documentary on actress and television producer Betty White traces her decades-long career as a  woman breaking new ground in entertainment.,Steve Boettcher,Documentaries,"Betty White, Valerie Bertinelli, Georgia Engel, Tina Fey, Valerie Harper, Jennifer Love Hewitt, Carl Reiner, Ryan Reynolds, Alex Trebek",United States,2018,TV-14,56 min,Movie,"January 12, 2020"
s628,Between,"After a mysterious disease kills every resident over 22 years old, survivors of a town must fend for themselves when the government quarantines them.",,"International TV Shows, TV Dramas, TV Mysteries","Jennette McCurdy, Jesse Carere, Ryan Allen, Justin Kelly, Kyle Mac, Jack Murray, Brooke Palsson, Jim Watson, Wesley Morgan, Krystal Hope Nausbaum, Shailene Garnett, Canute Gomes, Sarah Podemski, Shailyn Pierre-Dixon, Jesse Bostick, Steven Grayhm, Percy Hynes White, Mercedes Morris, Samantha Munro",Canada,2016,TV-14,2 Seasons,TV Show,"July 6, 2021"
s629,Between Maybes,"A former actress takes a trip to Japan, where she meets a young man who provides an escape from reality and makes her consider a different way of life.",Jason Paul Laxamana,"Dramas, International Movies, Romantic Movies","Gerald Anderson, Julia Barretto, Yayo Aguila, Christian Vazquez",Philippines,2019,TV-14,108 min,Movie,"December 3, 2020"
s630,Between Two Ferns: The Movie,"Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.",Scott Aukerman,Comedies,"Zach Galifianakis, Lauren Lapkus, Ryan Gaul, Jiavani Linayao, Will Ferrell",United States,2019,TV-MA,83 min,Movie,"September 20, 2019"
s631,Between Worlds,"Grieving for his dead wife and daughter, a trucker plunges into a romance with a mother who needs his help. The dead, however, are far from gone.",Maria Pulera,Thrillers,"Nicolas Cage, Franka Potente, Penelope Mitchell, Garrett Clayton, Lydia Hearst, Hopper Penn",Spain,2018,R,91 min,Movie,"April 27, 2021"
s632,Beverly Hills Ninja,"Raised by ninjas, a big-hearted but bumbling orphan travels to Beverly Hills on a mission to help a woman investigate her shady boyfriend.",Dennis Dugan,"Action & Adventure, Comedies","Chris Farley, Nicollette Sheridan, Robin Shou, Nathaniel Parker, Soon-Tek Oh, Keith Cooke, Chris Rock, François Chau, Dale Ishimoto, Daming Chen",United States,1997,PG-13,89 min,Movie,"February 1, 2021"
s633,Beyblade Burst,"Middle schooler Valt Aoi, with his Beyblade Valtryek, faces off against friends, classmates and rivals to become the world's number one Blader.",,"Anime Series, Kids' TV","Marina Inoue, Junya Enoki, Fumihiro Okabayashi, Tsubasa Yonaga, Ayahi Takagaki, Yu Kobayashi",Japan,2016,TV-Y7,1 Season,TV Show,
s634,Beyblade Burst Evolution,"Scouted by a famous Spanish club, Valt Aoi heads to Spain. With their sights on the World League, he and his teammates face the European League first.",,"Anime Series, Kids' TV","Marina Inoue, Ryoko Shiraishi, Takuma Terashima, Junko Takeuchi, Fumihiro Okabayashi, Yu Kobayashi, Ayahi Takagaki",,2017,TV-Y,1 Season,TV Show,
s635,Beyblade Burst Rise,"After training with legendary Valt Aoi, Dante and his trusty Ace Dragon lead the next generation of Bladers to battle in Japan — Beyblade's birthplace.",,"Anime Series, Kids' TV","Erika Harlacher, Griffin Puatu, Kimlinh Tran, Taylor Henry, Janice Roman Roku, Brian Anderson",Japan,2019,TV-Y,1 Season,TV Show,
s636,Beyblade Burst Turbo,"Yearning to earn the title of world blading champion, a novice competitor must harness his untamed potential through training and tournaments.",,"Anime Series, Kids' TV","Laura Stahl, Billy Kametz, Derek Stephen Prince, Kyle McCarley, Brandon Winckler, Kimlinh Tran",,2018,TV-Y7,1 Season,TV Show,
s637,Beynelmilel,"When a local musician and his band are forced to perform in honor of a right-wing coup, his daughter schemes to make their music subversive instead.","Muharrem Gülmez, Sırrı Süreyya Önder","Comedies, Dramas, International Movies","Cezmi Baskın, Özgü Namal, Umut Kurt, Nazmi Kırık, Bahri Beyat, Meral Okay, Dilber Ay, Şahin Irmak, Oktay Kaynarca, Burak Tamdoğan",Turkey,2006,TV-MA,102 min,Movie,"April 28, 2020"
s638,Beyond Evil,"As a killing resembling a cold case resurfaces in a small town, the chase for the truth falls on two policemen who each harbor secrets of their own.",,"Crime TV Shows, International TV Shows, TV Thrillers","Shin Ha-kyun, Yeo Jin-goo, Choi Dae-hoon, Choi Sung-eun, Cheon Ho-jin, Choi Jin-ho",,2021,TV-MA,1 Season,TV Show,
s639,Beyond Skyline,"In the wake of an extraterrestrial invasion, a suspended L.A. cop teams up with survivors to stop the onslaught and rescue human captives.",Liam O'Donnell,"Action & Adventure, Sci-Fi & Fantasy","Frank Grillo, Bojana Novakovic, Jonny Weston, Callan Mulvey, Antonio Fargas, Yayan Ruhian, Pamelyn Chee, Jacob Vargas, Iko Uwais","United States, Canada, Indonesia, United Kingdom, China, Singapore",2017,R,107 min,Movie,"April 15, 2018"
s640,Beyond Stranger Things,"Secrets from the ""Stranger Things 2"" universe are revealed as cast and guests discuss the latest episodes with host Jim Rash. Caution: spoilers ahead!",,"Stand-Up Comedy & Talk Shows, TV Mysteries, TV Sci-Fi & Fantasy","Jim Rash, Matt Duffer, Ross Duffer, Shawn Levy, David Harbour, Finn Wolfhard, Millie Bobby Brown, Gaten Matarazzo, Caleb McLaughlin, Natalia Dyer, Charlie Heaton, Noah Schnapp, Joe Keery, Dacre Montgomery, Sadie Sink, Paul Reiser, Sean Astin, Randy Havens, Brett Gelman, Linnea Berthelsen",United States,2017,TV-14,1 Season,TV Show,
s641,Beyond the Boundary: ICC Women's T20 World Cup Australia 2020,"With highlights from the 2020 tourney, this program offers an inside look at the global showcase for women's cricket — the ICC Women's T20 World Cup.",Anna Stone,"Documentaries, International Movies, Sports Movies",,,2020,TV-G,59 min,Movie,"August 14, 2020"
s642,Beyond the Clouds,A youthful drug dealer in Mumbai must change his ways when the sister who raised him is assaulted by her boss and imprisoned for defending herself.,Majid Majidi,"Dramas, Independent Movies, International Movies","Ishaan Khattar, Malavika Mohanan, Goutam Ghose, Sharada, Tannishtha Chatterjee, Shashank Shende, Hema Singh, Akash Gopal","India, Iran",2018,TV-14,120 min,Movie,"August 10, 2018"
s643,Bhaag Beanie Bhaag,"Facing disapproving parents, a knotty love life and her own inner critic, an aspiring comic ditches her cushy but unsatisfying life to pursue stand-up.",,"International TV Shows, Romantic TV Shows, TV Comedies","Swara Bhasker, Dolly Singh, Ravi Patel, Varun Thakur, Mona Ambegaonkar, Girish Kulkarni",India,2020,TV-MA,1 Season,TV Show,
s644,Bhai: Vyakti Ki Valli - Poorvardha,This first of a two-part biopic depicts the early years that lay the foundation for beloved Marathi writer and comedian P.L. Deshpande’s iconic career.,Mahesh Manjrekar,"Dramas, International Movies","Sagar Deshmukh, Vijay Kenkre, Iravati Harshe, Shubhangi Damle, Sachin Khedekar, Sunil Barve, Ashwini Giri, Rajan Bhise",India,2019,TV-14,116 min,Movie,"September 10, 2020"
s645,Bhai: Vyakti Ki Valli - Uttarardh,"The second installment of P.L. Deshpande’s biopic explores the Marathi humorist’s political journey, philanthropic endeavors and personal life.",Mahesh Manjrekar,"Dramas, International Movies","Sagar Deshmukh, Iravati Harshe, Vijay Kenkre, Shubhangi Damle, Ashwini Giri, Nina Kulkarni, Dalip Tahil, Girish Kulkarni",India,2019,TV-PG,112 min,Movie,"September 10, 2020"
s646,Bhaji In Problem,Married to two women – each unaware of the other – a man finds his double life threatened when an old friend who knows his not-so-little secret arrives.,Smeep Kang,"Comedies, International Movies","Gippy Grewal, Gurpreet Guggi, Ragini Khanna, Om Puri, B.N. Sharma, Avtar Gill, Karamjit Anmol, Rana Jung Bahadur",India,2013,TV-14,117 min,Movie,"September 19, 2020"
s647,Bhangra Paa Le,"Determined to bring traditional bhangra to the world stage, a dancer preps for an international competition against a rival with dreams of her own.",Sneha Taurani,"Comedies, Dramas, International Movies","Sunny Kaushal, Rukshar Dhillon, Shriya Pilgaonkar, Parmeet Sethi, Samir Soni, Chaitanya Sharma, Sheeba Chaddha, Akarsh Khurana",India,2019,TV-14,130 min,Movie,"March 1, 2020"
s648,Bhasmasur,"In this heart-wrenching coming-of-age story, a young boy embarks on an arduous trek with his debt-ridden father to sell their beloved family donkey.",Nishil Sheth,"Dramas, Independent Movies, International Movies","Imran Rasheed, Mittal Chouhan, Trimala Adhikari, Bhushan Vikas, Ravi Goswami, Raghav Dutt, Kumkum Chouhan, Rohan Mobarsa",India,2017,TV-14,74 min,Movie,"January 29, 2019"
s649,Bhavesh Joshi Superhero,"When his best friend is killed for uncovering political corruption, an idealistic young man decides to become a masked fighter for justice.",Vikramaditya Motwane,"Dramas, International Movies, Sci-Fi & Fantasy","Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma, Shreiya Sabharwal, Pratap Phad, Chinmayee Mandlekar, Nishikant Kamat, Hrishikesh Joshi",India,2018,TV-14,150 min,Movie,"August 16, 2018"
s650,Bheeshma,"Tired of being single, a smart-aleck meme creator has a chance to prove himself to the girl he loves when he is suddenly appointed CEO of her workplace.",Venky Kudumula,"Action & Adventure, Comedies, International Movies","Nitin Reddy, Rashmika Mandanna, Sampath Raj, Jishu Sengupta, Anant Nag",India,2020,TV-14,138 min,Movie,"April 25, 2020"
